"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"disease"	"region"
"PAN34"	0.450722399724511	-0.298695789430334	0.197	0.262	1	"OPC"	"PAN3"	"AD"	"Entorhinal Cortex"
"PRKAA21"	0.450823408237863	-0.00114982892091353	0.148	0.098	1	"OPC"	"PRKAA2"	"AD"	"Entorhinal Cortex"
"FAF14"	0.450920220212266	0.262052955071959	0.426	0.344	1	"OPC"	"FAF1"	"AD"	"Entorhinal Cortex"
"MT34"	0.45165150764664	-0.22199683198227	0.475	0.525	1	"OPC"	"MT3"	"AD"	"Entorhinal Cortex"
"NFIA4"	0.451748008914141	-0.230081316958497	0.77	0.689	1	"OPC"	"NFIA"	"AD"	"Entorhinal Cortex"
"TMSB4X4"	0.452769361027136	0.169119598869954	0.246	0.18	1	"OPC"	"TMSB4X"	"AD"	"Entorhinal Cortex"
"HIBADH3"	0.452926110070931	-0.346529137296405	0.131	0.18	1	"OPC"	"HIBADH"	"AD"	"Entorhinal Cortex"
"PHLDB14"	0.453948382733834	-0.458671492456311	0.311	0.361	1	"OPC"	"PHLDB1"	"AD"	"Entorhinal Cortex"
"CSRNP32"	0.454103202229682	-0.289529913426369	0.311	0.344	1	"OPC"	"CSRNP3"	"AD"	"Entorhinal Cortex"
"MAGI33"	0.454217505809897	-0.213120940344381	0.115	0.164	1	"OPC"	"MAGI3"	"AD"	"Entorhinal Cortex"
"CTNNA14"	0.454217505809897	0.263565302818168	0.164	0.115	1	"OPC"	"CTNNA1"	"AD"	"Entorhinal Cortex"
"RB1CC14"	0.454852006251155	0.320559697318574	0.197	0.148	1	"OPC"	"RB1CC1"	"AD"	"Entorhinal Cortex"
"ST8SIA12"	0.456182730625259	-0.526033818791781	0.18	0.213	1	"OPC"	"ST8SIA1"	"AD"	"Entorhinal Cortex"
"ATP6V1H2"	0.456229360962847	0.153409537137531	0.148	0.098	1	"OPC"	"ATP6V1H"	"AD"	"Entorhinal Cortex"
"FABP7"	0.456231648047259	-0.154737356206422	0.148	0.098	1	"OPC"	"FABP7"	"AD"	"Entorhinal Cortex"
"COX4I13"	0.456231648047259	-0.16408192024143	0.148	0.098	1	"OPC"	"COX4I1"	"AD"	"Entorhinal Cortex"
"LUC7L4"	0.458947108986124	0.073005983925619	0.148	0.098	1	"OPC"	"LUC7L"	"AD"	"Entorhinal Cortex"
"AASDH3"	0.459362023201056	0.246952623685429	0.164	0.115	1	"OPC"	"AASDH"	"AD"	"Entorhinal Cortex"
"ARL152"	0.459362023201056	0.159610999428705	0.164	0.115	1	"OPC"	"ARL15"	"AD"	"Entorhinal Cortex"
"SVIL-AS11"	0.459362023201056	0.0192014055530048	0.164	0.115	1	"OPC"	"SVIL-AS1"	"AD"	"Entorhinal Cortex"
"SESTD13"	0.45956361159053	-0.404485277632358	0.148	0.197	1	"OPC"	"SESTD1"	"AD"	"Entorhinal Cortex"
"KIF3A3"	0.45956361159053	0.239112536362948	0.197	0.148	1	"OPC"	"KIF3A"	"AD"	"Entorhinal Cortex"
"PTPRM4"	0.45956361159053	-0.229916198541528	0.148	0.197	1	"OPC"	"PTPRM"	"AD"	"Entorhinal Cortex"
"WDR172"	0.460288651769882	0.241021440481755	0.18	0.131	1	"OPC"	"WDR17"	"AD"	"Entorhinal Cortex"
"ITGB1"	0.461676180440617	-0.195644217973221	0.098	0.148	1	"OPC"	"ITGB1"	"AD"	"Entorhinal Cortex"
"ASXL14"	0.461676180440617	0.0525539156494049	0.148	0.098	1	"OPC"	"ASXL1"	"AD"	"Entorhinal Cortex"
"QDPR4"	0.462124422115517	0.205318727831085	0.213	0.164	1	"OPC"	"QDPR"	"AD"	"Entorhinal Cortex"
"GLUL4"	0.46275514145281	-0.259342982996684	0.131	0.18	1	"OPC"	"GLUL"	"AD"	"Entorhinal Cortex"
"WAC4"	0.463340440033987	0.14445640885906	0.262	0.197	1	"OPC"	"WAC"	"AD"	"Entorhinal Cortex"
"KIAA12172"	0.463356884652036	0.146933706330391	0.639	0.557	1	"OPC"	"KIAA1217"	"AD"	"Entorhinal Cortex"
"GLS2"	0.463389896148763	-0.505749773209172	0.082	0.115	1	"OPC"	"GLS"	"AD"	"Entorhinal Cortex"
"BMPR1A3"	0.463389896148763	-0.497959795081955	0.082	0.115	1	"OPC"	"BMPR1A"	"AD"	"Entorhinal Cortex"
"OFD12"	0.464539014408183	0.183486623479715	0.164	0.115	1	"OPC"	"OFD1"	"AD"	"Entorhinal Cortex"
"RBMX4"	0.464539014408183	0.311878561568925	0.164	0.115	1	"OPC"	"RBMX"	"AD"	"Entorhinal Cortex"
"NRG33"	0.46499533256541	0.227993647261252	0.82	0.754	1	"OPC"	"NRG3"	"AD"	"Entorhinal Cortex"
"PCMTD13"	0.465232708222524	-0.358633212603005	0.131	0.18	1	"OPC"	"PCMTD1"	"AD"	"Entorhinal Cortex"
"NFIX3"	0.46668028595553	0.158105580321681	0.197	0.148	1	"OPC"	"NFIX"	"AD"	"Entorhinal Cortex"
"SLC22A174"	0.467335823290079	-0.0841998236811559	0.361	0.262	1	"OPC"	"SLC22A17"	"AD"	"Entorhinal Cortex"
"SUZ123"	0.467657894431169	-0.493998172446231	0.131	0.164	1	"OPC"	"SUZ12"	"AD"	"Entorhinal Cortex"
"TENM11"	0.469170979846997	0.104923077139813	0.344	0.262	1	"OPC"	"TENM1"	"AD"	"Entorhinal Cortex"
"SLC48A12"	0.4694543104588	-0.409399687698098	0.082	0.115	1	"OPC"	"SLC48A1"	"AD"	"Entorhinal Cortex"
"SECISBP2L3"	0.469748307628445	0.147139350297703	0.164	0.115	1	"OPC"	"SECISBP2L"	"AD"	"Entorhinal Cortex"
"SPAG162"	0.470206146451676	0.251054625492759	0.18	0.131	1	"OPC"	"SPAG16"	"AD"	"Entorhinal Cortex"
"NDUFA42"	0.470206146451676	0.24993243090375	0.18	0.131	1	"OPC"	"NDUFA4"	"AD"	"Entorhinal Cortex"
"PPM1B4"	0.471104389406828	0.0760555104756779	0.344	0.262	1	"OPC"	"PPM1B"	"AD"	"Entorhinal Cortex"
"TMBIM63"	0.47130509425017	-0.293309454798845	0.213	0.262	1	"OPC"	"TMBIM6"	"AD"	"Entorhinal Cortex"
"NME91"	0.472221659121113	0.0699901671067338	0.262	0.18	1	"OPC"	"NME9"	"AD"	"Entorhinal Cortex"
"WDR262"	0.472673323410291	0.0817681463139234	0.148	0.098	1	"OPC"	"WDR26"	"AD"	"Entorhinal Cortex"
"SPATA52"	0.472673323410291	0.0829304350387108	0.148	0.098	1	"OPC"	"SPATA5"	"AD"	"Entorhinal Cortex"
"RTN13"	0.47281664200036	-0.36198749100551	0.344	0.377	1	"OPC"	"RTN1"	"AD"	"Entorhinal Cortex"
"TMEM2452"	0.473335888098432	-0.105284615800596	0.131	0.082	1	"OPC"	"TMEM245"	"AD"	"Entorhinal Cortex"
"CDK5RAP22"	0.473342621287452	-0.601707221864706	0.098	0.131	1	"OPC"	"CDK5RAP2"	"AD"	"Entorhinal Cortex"
"VMP14"	0.474135743012314	-0.499121544510547	0.115	0.148	1	"OPC"	"VMP1"	"AD"	"Entorhinal Cortex"
"CTNNA24"	0.474912587948463	-0.126837312029998	0.787	0.721	1	"OPC"	"CTNNA2"	"AD"	"Entorhinal Cortex"
"BTBD73"	0.474989725299995	-0.176575474230565	0.115	0.164	1	"OPC"	"BTBD7"	"AD"	"Entorhinal Cortex"
"AGO43"	0.475208811701403	0.106396256029565	0.18	0.131	1	"OPC"	"AGO4"	"AD"	"Entorhinal Cortex"
"SETD24"	0.475208811701403	0.262887072025053	0.18	0.131	1	"OPC"	"SETD2"	"AD"	"Entorhinal Cortex"
"PHF20L13"	0.475208811701403	0.235916801850922	0.18	0.131	1	"OPC"	"PHF20L1"	"AD"	"Entorhinal Cortex"
"IGFBP51"	0.475442732401853	0.220721997483029	0.148	0.098	1	"OPC"	"IGFBP5"	"AD"	"Entorhinal Cortex"
"CARS"	0.475562349976237	-0.599300922408464	0.082	0.115	1	"OPC"	"CARS"	"AD"	"Entorhinal Cortex"
"PSMB5"	0.475562349976237	-0.424101871182112	0.082	0.115	1	"OPC"	"PSMB5"	"AD"	"Entorhinal Cortex"
"BTRC4"	0.476265910124796	-0.239203549856599	0.148	0.197	1	"OPC"	"BTRC"	"AD"	"Entorhinal Cortex"
"APBA13"	0.476787982220825	-0.421692458806615	0.197	0.23	1	"OPC"	"APBA1"	"AD"	"Entorhinal Cortex"
"TFG"	0.478225516331281	0.132654047423961	0.148	0.098	1	"OPC"	"TFG"	"AD"	"Entorhinal Cortex"
"OLIG13"	0.478596099585649	-0.184926003162666	0.492	0.475	1	"OPC"	"OLIG1"	"AD"	"Entorhinal Cortex"
"FMN22"	0.479019920947611	-0.262642005485245	0.18	0.23	1	"OPC"	"FMN2"	"AD"	"Entorhinal Cortex"
"B3GAT33"	0.479070248446978	-0.475633384208091	0.098	0.131	1	"OPC"	"B3GAT3"	"AD"	"Entorhinal Cortex"
"AKT23"	0.479070248446978	-0.473051819836282	0.098	0.131	1	"OPC"	"AKT2"	"AD"	"Entorhinal Cortex"
"IP6K23"	0.479255130006053	-0.0364404469021792	0.131	0.082	1	"OPC"	"IP6K2"	"AD"	"Entorhinal Cortex"
"CAPZA22"	0.479255130006053	-0.0242293107253183	0.131	0.082	1	"OPC"	"CAPZA2"	"AD"	"Entorhinal Cortex"
"GLTSCR1L4"	0.480240544446756	0.227351096713213	0.18	0.131	1	"OPC"	"GLTSCR1L"	"AD"	"Entorhinal Cortex"
"C12orf761"	0.480240544446756	-0.384678371658604	0.131	0.18	1	"OPC"	"C12orf76"	"AD"	"Entorhinal Cortex"
"EMC102"	0.480263084104894	0.160572704069196	0.164	0.115	1	"OPC"	"EMC10"	"AD"	"Entorhinal Cortex"
"WHSC1L14"	0.480411046562946	0.231359934047011	0.344	0.311	1	"OPC"	"WHSC1L1"	"AD"	"Entorhinal Cortex"
"CACNA1C2"	0.480465176801132	0.0453717045074944	0.262	0.197	1	"OPC"	"CACNA1C"	"AD"	"Entorhinal Cortex"
"VPS13C4"	0.480673751950005	0.0201809707617482	0.361	0.279	1	"OPC"	"VPS13C"	"AD"	"Entorhinal Cortex"
"SRRM14"	0.4829096877193	0.115772963536854	0.164	0.115	1	"OPC"	"SRRM1"	"AD"	"Entorhinal Cortex"
"B3GAT14"	0.48352701612876	0.316764550489012	0.197	0.148	1	"OPC"	"B3GAT1"	"AD"	"Entorhinal Cortex"
"HFM11"	0.483813166533256	-0.0440445612906355	0.148	0.098	1	"OPC"	"HFM1"	"AD"	"Entorhinal Cortex"
"MEF2C3"	0.483813166533256	-0.124541079733783	0.098	0.148	1	"OPC"	"MEF2C"	"AD"	"Entorhinal Cortex"
"KLHL71"	0.484801306862349	0.127229914095726	0.262	0.197	1	"OPC"	"KLHL7"	"AD"	"Entorhinal Cortex"
"GTF2F21"	0.484835507198016	-0.315132513247325	0.098	0.131	1	"OPC"	"GTF2F2"	"AD"	"Entorhinal Cortex"
"AUTS24"	0.485023986738098	0.119936742527673	0.295	0.23	1	"OPC"	"AUTS2"	"AD"	"Entorhinal Cortex"
"DYNC1LI23"	0.485568194973726	0.0701846986377093	0.164	0.115	1	"OPC"	"DYNC1LI2"	"AD"	"Entorhinal Cortex"
"FA2H1"	0.485568194973726	-0.170929825827626	0.115	0.164	1	"OPC"	"FA2H"	"AD"	"Entorhinal Cortex"
"SLC2A132"	0.485717884670744	-0.0528779082664461	0.443	0.344	1	"OPC"	"SLC2A13"	"AD"	"Entorhinal Cortex"
"CCDC88A4"	0.486148054581756	-0.282957754539912	0.525	0.525	1	"OPC"	"CCDC88A"	"AD"	"Entorhinal Cortex"
"LHFPL32"	0.487792946167176	0.161353927758216	0.984	1	1	"OPC"	"LHFPL3"	"AD"	"Entorhinal Cortex"
"SH3YL1"	0.48790813319179	-0.307744671710993	0.082	0.115	1	"OPC"	"SH3YL1"	"AD"	"Entorhinal Cortex"
"PRPF40A2"	0.48790813319179	-0.368283824155327	0.082	0.115	1	"OPC"	"PRPF40A"	"AD"	"Entorhinal Cortex"
"COX6C"	0.48790813319179	0.34836673798	0.115	0.082	1	"OPC"	"COX6C"	"AD"	"Entorhinal Cortex"
"TMEM132C2"	0.48847716994604	0.179661567704877	0.689	0.623	1	"OPC"	"TMEM132C"	"AD"	"Entorhinal Cortex"
"PLXDC24"	0.489171873234428	-0.220709016657685	0.23	0.295	1	"OPC"	"PLXDC2"	"AD"	"Entorhinal Cortex"
"KIAA12112"	0.489985701349171	0.304725914287647	0.213	0.164	1	"OPC"	"KIAA1211"	"AD"	"Entorhinal Cortex"
"FTX4"	0.49011795960658	-0.179280586875716	0.623	0.689	1	"OPC"	"FTX"	"AD"	"Entorhinal Cortex"
"NAA352"	0.490904863091898	0.173840909247019	0.164	0.115	1	"OPC"	"NAA35"	"AD"	"Entorhinal Cortex"
"FBXW52"	0.491213862824793	-0.0541159027792296	0.131	0.082	1	"OPC"	"FBXW5"	"AD"	"Entorhinal Cortex"
"FBXO114"	0.492633876923693	-0.577712516130684	0.18	0.213	1	"OPC"	"FBXO11"	"AD"	"Entorhinal Cortex"
"CLDN114"	0.493472989355551	-0.457147877469072	0.131	0.164	1	"OPC"	"CLDN11"	"AD"	"Entorhinal Cortex"
"MIR219A23"	0.493534089917453	0.125179630588074	0.262	0.197	1	"OPC"	"MIR219A2"	"AD"	"Entorhinal Cortex"
"WDSUB11"	0.494145264686166	-0.247917133475567	0.082	0.115	1	"OPC"	"WDSUB1"	"AD"	"Entorhinal Cortex"
"EHD3"	0.495093924946792	-0.159826882540668	0.098	0.148	1	"OPC"	"EHD3"	"AD"	"Entorhinal Cortex"
"RAB7A4"	0.495093924946792	-0.0380355697952706	0.148	0.098	1	"OPC"	"RAB7A"	"AD"	"Entorhinal Cortex"
"KCNIP12"	0.495315767607954	-0.208396296517494	0.377	0.295	1	"OPC"	"KCNIP1"	"AD"	"Entorhinal Cortex"
"LTBP33"	0.495965934040011	-0.44718852727872	0.115	0.148	1	"OPC"	"LTBP3"	"AD"	"Entorhinal Cortex"
"ZNF6384"	0.495986146206875	-0.236162906915246	0.525	0.541	1	"OPC"	"ZNF638"	"AD"	"Entorhinal Cortex"
"LCORL4"	0.496272887907658	-0.0407049881039572	0.164	0.115	1	"OPC"	"LCORL"	"AD"	"Entorhinal Cortex"
"MMD22"	0.496272887907658	0.259918286177495	0.164	0.115	1	"OPC"	"MMD2"	"AD"	"Entorhinal Cortex"
"ARFGAP14"	0.496272887907658	0.119872683523514	0.164	0.115	1	"OPC"	"ARFGAP1"	"AD"	"Entorhinal Cortex"
"GPATCH2L3"	0.49822425411239	0.0217230586455008	0.197	0.148	1	"OPC"	"GPATCH2L"	"AD"	"Entorhinal Cortex"
"CLU4"	0.500120156585173	-0.458361184614849	0.393	0.443	1	"OPC"	"CLU"	"AD"	"Entorhinal Cortex"
"CCNY4"	0.500137233915238	-0.555742841333636	0.213	0.246	1	"OPC"	"CCNY"	"AD"	"Entorhinal Cortex"
"KIAA1549"	0.500424797013227	-0.715027577752919	0.082	0.115	1	"OPC"	"KIAA1549"	"AD"	"Entorhinal Cortex"
"DDX3X1"	0.500424797013227	-0.365419861872958	0.082	0.115	1	"OPC"	"DDX3X"	"AD"	"Entorhinal Cortex"
"FAM107B3"	0.500424797013227	-0.377628448756694	0.082	0.115	1	"OPC"	"FAM107B"	"AD"	"Entorhinal Cortex"
"TBCB3"	0.500424797013227	-0.409287170001118	0.082	0.115	1	"OPC"	"TBCB"	"AD"	"Entorhinal Cortex"
"FBXO281"	0.500786558441986	-0.0548957837017966	0.148	0.098	1	"OPC"	"FBXO28"	"AD"	"Entorhinal Cortex"
"RXRA2"	0.500786558441986	-0.106485461432154	0.148	0.098	1	"OPC"	"RXRA"	"AD"	"Entorhinal Cortex"
"SLC39A6"	0.500786558441986	-0.0420072399883652	0.148	0.098	1	"OPC"	"SLC39A6"	"AD"	"Entorhinal Cortex"
"GALNT101"	0.501672063141817	0.132753453987682	0.164	0.115	1	"OPC"	"GALNT10"	"AD"	"Entorhinal Cortex"
"STRN34"	0.501672063141817	0.0485056804582471	0.164	0.115	1	"OPC"	"STRN3"	"AD"	"Entorhinal Cortex"
"C1QTNF3-AMACR2"	0.501984685553828	-0.490658629746463	0.18	0.213	1	"OPC"	"C1QTNF3-AMACR"	"AD"	"Entorhinal Cortex"
"CPB2-AS11"	0.502354537789456	-0.480466155784569	0.098	0.131	1	"OPC"	"CPB2-AS1"	"AD"	"Entorhinal Cortex"
"ZMIZ11"	0.502388362598173	-0.0282374897454731	0.279	0.213	1	"OPC"	"ZMIZ1"	"AD"	"Entorhinal Cortex"
"GRM71"	0.502749824649008	-0.206244717324469	0.77	0.754	1	"OPC"	"GRM7"	"AD"	"Entorhinal Cortex"
"JAZF13"	0.503872177306898	-0.542452934946561	0.164	0.197	1	"OPC"	"JAZF1"	"AD"	"Entorhinal Cortex"
"KIAA13284"	0.50433697718024	0.0912305197499648	0.23	0.164	1	"OPC"	"KIAA1328"	"AD"	"Entorhinal Cortex"
"ZNF1484"	0.506050695334596	0.0905190850978708	0.246	0.18	1	"OPC"	"ZNF148"	"AD"	"Entorhinal Cortex"
"EXOC7"	0.506513699811929	0.0759645570765575	0.148	0.098	1	"OPC"	"EXOC7"	"AD"	"Entorhinal Cortex"
"SGCB"	0.506746397669337	-0.374891299457388	0.082	0.115	1	"OPC"	"SGCB"	"AD"	"Entorhinal Cortex"
"OOEP1"	0.506746397669337	0.23914800884394	0.115	0.082	1	"OPC"	"OOEP"	"AD"	"Entorhinal Cortex"
"CTTN3"	0.506746397669337	0.226306015787656	0.115	0.082	1	"OPC"	"CTTN"	"AD"	"Entorhinal Cortex"
"PPM1L2"	0.507102176799196	-0.0846341161479232	0.164	0.115	1	"OPC"	"PPM1L"	"AD"	"Entorhinal Cortex"
"KIAA09304"	0.508152861634808	-0.284461235607609	0.148	0.197	1	"OPC"	"KIAA0930"	"AD"	"Entorhinal Cortex"
"MAP1LC3B"	0.50826774756512	-0.536358615717681	0.098	0.131	1	"OPC"	"MAP1LC3B"	"AD"	"Entorhinal Cortex"
"APC22"	0.50826774756512	-0.364872666316489	0.098	0.131	1	"OPC"	"APC2"	"AD"	"Entorhinal Cortex"
"CKB4"	0.508748858729098	0.112537359037356	0.311	0.246	1	"OPC"	"CKB"	"AD"	"Entorhinal Cortex"
"RASSF44"	0.508759426625243	-0.42881864837219	0.164	0.197	1	"OPC"	"RASSF4"	"AD"	"Entorhinal Cortex"
"SOS23"	0.511212335560697	-0.150031349242565	0.213	0.148	1	"OPC"	"SOS2"	"AD"	"Entorhinal Cortex"
"FAM13A3"	0.511249304306494	0.11404536256747	0.262	0.197	1	"OPC"	"FAM13A"	"AD"	"Entorhinal Cortex"
"DAB14"	0.511277679074218	-0.217598852868543	0.672	0.672	1	"OPC"	"DAB1"	"AD"	"Entorhinal Cortex"
"CBFB3"	0.511428585026427	-0.495827929146304	0.18	0.213	1	"OPC"	"CBFB"	"AD"	"Entorhinal Cortex"
"PAAF12"	0.51227509396254	0.0284570418597505	0.148	0.098	1	"OPC"	"PAAF1"	"AD"	"Entorhinal Cortex"
"SRSF104"	0.512563011181791	-0.0718804687705015	0.164	0.115	1	"OPC"	"SRSF10"	"AD"	"Entorhinal Cortex"
"GABRB31"	0.512563011181791	0.0250197770421525	0.164	0.115	1	"OPC"	"GABRB3"	"AD"	"Entorhinal Cortex"
"PLXNB14"	0.51268196656655	0.262880450406907	0.148	0.115	1	"OPC"	"PLXNB1"	"AD"	"Entorhinal Cortex"
"GIGYF24"	0.512935369301275	0.445387001555389	0.23	0.197	1	"OPC"	"GIGYF2"	"AD"	"Entorhinal Cortex"
"ANKRD262"	0.512935369301275	-0.396756858742787	0.197	0.23	1	"OPC"	"ANKRD26"	"AD"	"Entorhinal Cortex"
"LINC008823"	0.513109723634662	0.379175194897446	0.115	0.082	1	"OPC"	"LINC00882"	"AD"	"Entorhinal Cortex"
"NUP1531"	0.513109723634662	0.30200694884317	0.115	0.082	1	"OPC"	"NUP153"	"AD"	"Entorhinal Cortex"
"ABCB7"	0.513109723634662	0.268655073056294	0.115	0.082	1	"OPC"	"ABCB7"	"AD"	"Entorhinal Cortex"
"KPNB14"	0.513109723634662	0.315948458292075	0.115	0.082	1	"OPC"	"KPNB1"	"AD"	"Entorhinal Cortex"
"UBR14"	0.513155808057824	0.220343302075286	0.197	0.148	1	"OPC"	"UBR1"	"AD"	"Entorhinal Cortex"
"TCERG13"	0.5138764894183	0.0921467754606988	0.213	0.164	1	"OPC"	"TCERG1"	"AD"	"Entorhinal Cortex"
"AFAP1L2"	0.514665414097013	-0.34082951919972	0.131	0.164	1	"OPC"	"AFAP1L2"	"AD"	"Entorhinal Cortex"
"CDC42BPA4"	0.516588157576906	0.0172483530688301	0.623	0.574	1	"OPC"	"CDC42BPA"	"AD"	"Entorhinal Cortex"
"RP11-83A24.24"	0.518070478737569	-0.123264397507436	0.148	0.098	1	"OPC"	"RP11-83A24.2"	"AD"	"Entorhinal Cortex"
"NASP2"	0.518321240050764	-0.475276316442085	0.115	0.148	1	"OPC"	"NASP"	"AD"	"Entorhinal Cortex"
"RFX41"	0.518321240050764	-0.33773273092943	0.115	0.148	1	"OPC"	"RFX4"	"AD"	"Entorhinal Cortex"
"BAALC1"	0.519200460217243	-0.10452316613864	0.328	0.246	1	"OPC"	"BAALC"	"AD"	"Entorhinal Cortex"
"ATXN72"	0.519514421404611	-0.258966355317652	0.082	0.115	1	"OPC"	"ATXN7"	"AD"	"Entorhinal Cortex"
"RILPL12"	0.519514421404611	-0.316050085756342	0.082	0.115	1	"OPC"	"RILPL1"	"AD"	"Entorhinal Cortex"
"SRGAP22"	0.520202789148927	-0.448663037530776	0.098	0.131	1	"OPC"	"SRGAP2"	"AD"	"Entorhinal Cortex"
"STRBP2"	0.521520123625032	0.121697291735013	0.18	0.131	1	"OPC"	"STRBP"	"AD"	"Entorhinal Cortex"
"ZNF4623"	0.52259382604518	0.0804287457893582	0.541	0.41	1	"OPC"	"ZNF462"	"AD"	"Entorhinal Cortex"
"H3F3B4"	0.523568906069864	0.373086371334515	0.197	0.164	1	"OPC"	"H3F3B"	"AD"	"Entorhinal Cortex"
"GPR17"	0.52357594290762	0.160318223571169	0.164	0.115	1	"OPC"	"GPR17"	"AD"	"Entorhinal Cortex"
"CADPS22"	0.523990363223042	-0.367680885025633	0.115	0.148	1	"OPC"	"CADPS2"	"AD"	"Entorhinal Cortex"
"COL11A11"	0.524235414040871	-0.0911882631832297	0.525	0.525	1	"OPC"	"COL11A1"	"AD"	"Entorhinal Cortex"
"LRCH34"	0.524788519347031	-0.155375592254004	0.23	0.279	1	"OPC"	"LRCH3"	"AD"	"Entorhinal Cortex"
"NR2F1-AS12"	0.525156111462929	-0.464275491433742	0.148	0.18	1	"OPC"	"NR2F1-AS1"	"AD"	"Entorhinal Cortex"
"CHD64"	0.525455944450115	0.117525710847858	0.328	0.246	1	"OPC"	"CHD6"	"AD"	"Entorhinal Cortex"
"LIMS12"	0.525960127025624	0.347713336106478	0.115	0.082	1	"OPC"	"LIMS1"	"AD"	"Entorhinal Cortex"
"PRKAR1B1"	0.525960127025624	-0.312889743647572	0.082	0.115	1	"OPC"	"PRKAR1B"	"AD"	"Entorhinal Cortex"
"CHST121"	0.525960127025624	-0.558310304423326	0.082	0.115	1	"OPC"	"CHST12"	"AD"	"Entorhinal Cortex"
"CEP781"	0.525960127025624	-0.290534975615937	0.082	0.115	1	"OPC"	"CEP78"	"AD"	"Entorhinal Cortex"
"CMTM41"	0.526224033978416	0.28779359818782	0.131	0.098	1	"OPC"	"CMTM4"	"AD"	"Entorhinal Cortex"
"CPSF62"	0.528317142120122	-0.360284334290599	0.148	0.197	1	"OPC"	"CPSF6"	"AD"	"Entorhinal Cortex"
"JMJD1C4"	0.529627387436139	-0.329241853713374	0.557	0.541	1	"OPC"	"JMJD1C"	"AD"	"Entorhinal Cortex"
"ANKRD283"	0.529648649789048	-0.119094947216632	0.262	0.311	1	"OPC"	"ANKRD28"	"AD"	"Entorhinal Cortex"
"MAP3K24"	0.530348016286927	-0.316121606741309	0.148	0.18	1	"OPC"	"MAP3K2"	"AD"	"Entorhinal Cortex"
"RABAC13"	0.530863182503609	-0.378839149269207	0.131	0.164	1	"OPC"	"RABAC1"	"AD"	"Entorhinal Cortex"
"COA12"	0.532118090156497	0.0985434462114712	0.18	0.131	1	"OPC"	"COA1"	"AD"	"Entorhinal Cortex"
"AASDHPPT"	0.532278478487044	-0.463315345887926	0.098	0.131	1	"OPC"	"AASDHPPT"	"AD"	"Entorhinal Cortex"
"CLSTN14"	0.532375306568063	-0.282534324426931	0.18	0.23	1	"OPC"	"CLSTN1"	"AD"	"Entorhinal Cortex"
"NOS1AP1"	0.532446466135295	-0.348343402443955	0.082	0.115	1	"OPC"	"NOS1AP"	"AD"	"Entorhinal Cortex"
"TPCN12"	0.532446466135295	0.151761895812812	0.115	0.082	1	"OPC"	"TPCN1"	"AD"	"Entorhinal Cortex"
"CTDSPL24"	0.532446466135295	0.126901071437558	0.115	0.082	1	"OPC"	"CTDSPL2"	"AD"	"Entorhinal Cortex"
"SEZ6L21"	0.532446466135295	0.214421732099199	0.115	0.082	1	"OPC"	"SEZ6L2"	"AD"	"Entorhinal Cortex"
"HERC44"	0.535308355996702	-0.524192556431189	0.23	0.262	1	"OPC"	"HERC4"	"AD"	"Entorhinal Cortex"
"TSPAN53"	0.535423208537209	0.214446738597967	0.148	0.115	1	"OPC"	"TSPAN5"	"AD"	"Entorhinal Cortex"
"CEPT12"	0.535702229379124	-0.234558379355595	0.082	0.115	1	"OPC"	"CEPT1"	"AD"	"Entorhinal Cortex"
"TTC21B1"	0.53631935368954	-0.724242007068734	0.131	0.164	1	"OPC"	"TTC21B"	"AD"	"Entorhinal Cortex"
"MAP74"	0.538372444915581	0.349687944570018	0.131	0.098	1	"OPC"	"MAP7"	"AD"	"Entorhinal Cortex"
"SRGAP2B2"	0.538973054006872	-0.307763977995695	0.082	0.115	1	"OPC"	"SRGAP2B"	"AD"	"Entorhinal Cortex"
"COX5B3"	0.538973054006872	0.236579950582422	0.115	0.082	1	"OPC"	"COX5B"	"AD"	"Entorhinal Cortex"
"WASF11"	0.538973054006872	0.256548849496334	0.115	0.082	1	"OPC"	"WASF1"	"AD"	"Entorhinal Cortex"
"TUBE11"	0.538973054006872	-0.220761958290877	0.082	0.115	1	"OPC"	"TUBE1"	"AD"	"Entorhinal Cortex"
"KIAA03684"	0.538973054006872	-0.151898138566371	0.082	0.115	1	"OPC"	"KIAA0368"	"AD"	"Entorhinal Cortex"
"MIPOL12"	0.538973054006872	0.235278934223726	0.115	0.082	1	"OPC"	"MIPOL1"	"AD"	"Entorhinal Cortex"
"MAX4"	0.538973054006872	0.219191458244432	0.115	0.082	1	"OPC"	"MAX"	"AD"	"Entorhinal Cortex"
"SIK34"	0.539751569894836	0.0779325638897479	0.656	0.59	1	"OPC"	"SIK3"	"AD"	"Entorhinal Cortex"
"MEG34"	0.540558757860995	-0.249073950788834	0.82	0.77	1	"OPC"	"MEG3"	"AD"	"Entorhinal Cortex"
"DMTF12"	0.541186403657603	-0.513489672003198	0.115	0.148	1	"OPC"	"DMTF1"	"AD"	"Entorhinal Cortex"
"KIAA02324"	0.5419521495894	-0.506787154363264	0.197	0.213	1	"OPC"	"KIAA0232"	"AD"	"Entorhinal Cortex"
"SPIDR4"	0.541974669273551	-0.263734800922794	0.279	0.311	1	"OPC"	"SPIDR"	"AD"	"Entorhinal Cortex"
"SH3D194"	0.542039950155479	0.0848032224782962	0.59	0.459	1	"OPC"	"SH3D19"	"AD"	"Entorhinal Cortex"
