"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"gender"	"region"
"SRPK25"	0.0646255100299758	-0.56499035580679	0.096	0.236	1	"Other"	"SRPK2"	"male"	"Entorhinal Cortex"
"ASH1L5"	0.0646507378505312	-0.627915769415686	0.192	0.361	1	"Other"	"ASH1L"	"male"	"Entorhinal Cortex"
"MDM45"	0.0647096048959657	0.870662072896176	0.192	0.083	1	"Other"	"MDM4"	"male"	"Entorhinal Cortex"
"NAP1L45"	0.0653082574015119	0.861203987009579	0.212	0.097	1	"Other"	"NAP1L4"	"male"	"Entorhinal Cortex"
"ATP1B15"	0.0656240288398801	0.810464544796511	0.154	0.056	1	"Other"	"ATP1B1"	"male"	"Entorhinal Cortex"
"CSMD34"	0.0656240288398801	-0.806599309572178	0.038	0.139	1	"Other"	"CSMD3"	"male"	"Entorhinal Cortex"
"NEK74"	0.065673251392864	-0.682448922312389	0.096	0.222	1	"Other"	"NEK7"	"male"	"Entorhinal Cortex"
"PAPOLA5"	0.0657346139768675	0.851576531292567	0.25	0.125	1	"Other"	"PAPOLA"	"male"	"Entorhinal Cortex"
"WARS"	0.0666836778514155	0.97595926327865	0.135	0.042	1	"Other"	"WARS"	"male"	"Entorhinal Cortex"
"TUBB4A2"	0.0666836778514155	0.780640535990461	0.135	0.042	1	"Other"	"TUBB4A"	"male"	"Entorhinal Cortex"
"FERMT22"	0.0668178491867799	1.11126385968552	0.231	0.125	1	"Other"	"FERMT2"	"male"	"Entorhinal Cortex"
"DOCK73"	0.0670838395682962	-0.690426220289531	0.038	0.139	1	"Other"	"DOCK7"	"male"	"Entorhinal Cortex"
"XPO71"	0.0670838395682962	-0.577883633199545	0.038	0.139	1	"Other"	"XPO7"	"male"	"Entorhinal Cortex"
"PCNX5"	0.0670838395682962	-0.815187469752088	0.038	0.139	1	"Other"	"PCNX"	"male"	"Entorhinal Cortex"
"PCNXL24"	0.06726891940738	0.850498980336872	0.192	0.083	1	"Other"	"PCNXL2"	"male"	"Entorhinal Cortex"
"NEBL3"	0.0673935133805229	-0.433076684317208	0.346	0.542	1	"Other"	"NEBL"	"male"	"Entorhinal Cortex"
"PRDM6"	0.0679657733708146	-0.25919543441057	0.115	0.278	1	"Other"	"PRDM6"	"male"	"Entorhinal Cortex"
"FNBP15"	0.0680789883164047	-0.643527190810088	0.115	0.264	1	"Other"	"FNBP1"	"male"	"Entorhinal Cortex"
"MAML32"	0.0684873502798019	-0.591844454110831	0.077	0.208	1	"Other"	"MAML3"	"male"	"Entorhinal Cortex"
"PIK3CB2"	0.0685702765326164	-0.747770829457234	0.038	0.139	1	"Other"	"PIK3CB"	"male"	"Entorhinal Cortex"
"BOD1L13"	0.0685702765326164	0.674746529772419	0.154	0.056	1	"Other"	"BOD1L1"	"male"	"Entorhinal Cortex"
"EPB41L4A1"	0.0685702765326164	-0.923690373968377	0.038	0.139	1	"Other"	"EPB41L4A"	"male"	"Entorhinal Cortex"
"RP11-238K6.1"	0.0685702765326164	-0.918662225288776	0.038	0.139	1	"Other"	"RP11-238K6.1"	"male"	"Entorhinal Cortex"
"ZFAND35"	0.0686708926188952	-0.289904061537584	0.231	0.444	1	"Other"	"ZFAND3"	"male"	"Entorhinal Cortex"
"CHD95"	0.0687607198848478	-0.404535464188287	0.269	0.444	1	"Other"	"CHD9"	"male"	"Entorhinal Cortex"
"NRXN35"	0.0691533919483307	-0.523393580161132	0.096	0.236	1	"Other"	"NRXN3"	"male"	"Entorhinal Cortex"
"FAM185A2"	0.0700836779089955	-0.731000622615845	0.038	0.139	1	"Other"	"FAM185A"	"male"	"Entorhinal Cortex"
"LINC014202"	0.0700836779089955	0.803234395709996	0.154	0.056	1	"Other"	"LINC01420"	"male"	"Entorhinal Cortex"
"OXCT12"	0.0702273515762015	-0.795597014878737	0.058	0.167	1	"Other"	"OXCT1"	"male"	"Entorhinal Cortex"
"HOOK34"	0.0702273515762015	-0.679253243622481	0.058	0.167	1	"Other"	"HOOK3"	"male"	"Entorhinal Cortex"
"MARK35"	0.0705934043679436	-0.483228781377978	0.154	0.319	1	"Other"	"MARK3"	"male"	"Entorhinal Cortex"
"SNX34"	0.070879202320673	0.746441154061556	0.173	0.069	1	"Other"	"SNX3"	"male"	"Entorhinal Cortex"
"MYO9B5"	0.070879202320673	0.972399424138843	0.173	0.069	1	"Other"	"MYO9B"	"male"	"Entorhinal Cortex"
"AC013461.1"	0.0715616284399695	1.04348414140987	0.231	0.125	1	"Other"	"AC013461.1"	"male"	"Entorhinal Cortex"
"ARHGAP243"	0.0716239452935017	-0.641665611332943	0.058	0.167	1	"Other"	"ARHGAP24"	"male"	"Entorhinal Cortex"
"LMBRD15"	0.0716239452935017	-0.52902803020166	0.058	0.167	1	"Other"	"LMBRD1"	"male"	"Entorhinal Cortex"
"RNF2171"	0.0716243827059628	-0.607302330777393	0.038	0.139	1	"Other"	"RNF217"	"male"	"Entorhinal Cortex"
"SNTG14"	0.0716243827059628	-0.601411244226646	0.038	0.139	1	"Other"	"SNTG1"	"male"	"Entorhinal Cortex"
"FAM155A5"	0.0722259833961863	-0.983443642115046	0.077	0.194	1	"Other"	"FAM155A"	"male"	"Entorhinal Cortex"
"APOO5"	0.0728350304770597	-0.495103062385417	0.173	0.333	1	"Other"	"APOO"	"male"	"Entorhinal Cortex"
"EPB412"	0.0730432148445664	-0.678485803394337	0.058	0.167	1	"Other"	"EPB41"	"male"	"Entorhinal Cortex"
"GRIA25"	0.0730432148445664	-0.684499621356266	0.058	0.167	1	"Other"	"GRIA2"	"male"	"Entorhinal Cortex"
"KPNA35"	0.0731927306794924	-0.395408087330622	0.038	0.139	1	"Other"	"KPNA3"	"male"	"Entorhinal Cortex"
"SMURF23"	0.0731927306794924	-0.645418222247717	0.038	0.139	1	"Other"	"SMURF2"	"male"	"Entorhinal Cortex"
"AKAP133"	0.0738308312113133	-0.487694226362465	0.192	0.361	1	"Other"	"AKAP13"	"male"	"Entorhinal Cortex"
"RGS5"	0.0745528005145014	0.788011033330726	0.231	0.111	1	"Other"	"RGS5"	"male"	"Entorhinal Cortex"
"ARL8B3"	0.0747890622462484	0.592291402179679	0.154	0.056	1	"Other"	"ARL8B"	"male"	"Entorhinal Cortex"
"MAP3K54"	0.0747890622462484	-0.652545638258917	0.038	0.139	1	"Other"	"MAP3K5"	"male"	"Entorhinal Cortex"
"ATP2A25"	0.0747890622462484	-0.589838245953607	0.038	0.139	1	"Other"	"ATP2A2"	"male"	"Entorhinal Cortex"
"OCIAD15"	0.0748874475774216	-0.674222719302201	0.077	0.194	1	"Other"	"OCIAD1"	"male"	"Entorhinal Cortex"
"CD741"	0.075304720980288	1.18593272482753	0.173	0.069	1	"Other"	"CD74"	"male"	"Entorhinal Cortex"
"N4BP2L25"	0.0756809704725864	-0.403393294582687	0.481	0.625	1	"Other"	"N4BP2L2"	"male"	"Entorhinal Cortex"
"SLC25A124"	0.0759507934213159	-0.448936834494319	0.058	0.167	1	"Other"	"SLC25A12"	"male"	"Entorhinal Cortex"
"TOMM73"	0.0760204607419488	-0.997225303579958	0.077	0.181	1	"Other"	"TOMM7"	"male"	"Entorhinal Cortex"
"ACSL34"	0.0760790492189318	0.801132472442446	0.269	0.153	1	"Other"	"ACSL3"	"male"	"Entorhinal Cortex"
"LIMS12"	0.0764137183950123	0.711291647021939	0.154	0.056	1	"Other"	"LIMS1"	"male"	"Entorhinal Cortex"
"OAF1"	0.0764137183950123	-0.496247688590502	0.038	0.139	1	"Other"	"OAF"	"male"	"Entorhinal Cortex"
"CAPS24"	0.0764137183950123	-0.563401589908049	0.038	0.139	1	"Other"	"CAPS2"	"male"	"Entorhinal Cortex"
"UBE2K4"	0.076503486471134	-0.817749956397078	0.096	0.208	1	"Other"	"UBE2K"	"male"	"Entorhinal Cortex"
"LENG84"	0.0769347268008645	0.688570171826789	0.212	0.097	1	"Other"	"LENG8"	"male"	"Entorhinal Cortex"
"CKB5"	0.0773940578096211	0.858634011772983	0.269	0.139	1	"Other"	"CKB"	"male"	"Entorhinal Cortex"
"RAB304"	0.0774396093555036	-0.562087699906766	0.058	0.167	1	"Other"	"RAB30"	"male"	"Entorhinal Cortex"
"LINC014815"	0.0774396093555036	-0.630552420915486	0.058	0.167	1	"Other"	"LINC01481"	"male"	"Entorhinal Cortex"
"ST7L1"	0.0780670405963065	-0.504678729548248	0.038	0.139	1	"Other"	"ST7L"	"male"	"Entorhinal Cortex"
"NDUFS74"	0.0783247541664682	0.683441193618204	0.212	0.097	1	"Other"	"NDUFS7"	"male"	"Entorhinal Cortex"
"FKBP54"	0.0788817013207994	0.517700928854998	0.365	0.222	1	"Other"	"FKBP5"	"male"	"Entorhinal Cortex"
"RSF15"	0.0788912693616079	-0.245298049488453	0.077	0.208	1	"Other"	"RSF1"	"male"	"Entorhinal Cortex"
"TBC1D23"	0.0789521148296196	-0.593924363977014	0.058	0.167	1	"Other"	"TBC1D23"	"male"	"Entorhinal Cortex"
"SND14"	0.0790273954707663	-0.452049015635567	0.077	0.194	1	"Other"	"SND1"	"male"	"Entorhinal Cortex"
"SAT24"	0.0790273954707663	-0.675479291832257	0.077	0.194	1	"Other"	"SAT2"	"male"	"Entorhinal Cortex"
"ERI32"	0.0797493707102243	-0.350700419073214	0.038	0.139	1	"Other"	"ERI3"	"male"	"Entorhinal Cortex"
"SNTG21"	0.0797493707102243	-0.368685725224121	0.038	0.139	1	"Other"	"SNTG2"	"male"	"Entorhinal Cortex"
"CEP85L5"	0.0797493707102243	-0.571560984025169	0.038	0.139	1	"Other"	"CEP85L"	"male"	"Entorhinal Cortex"
"TP53I11"	0.0797493707102243	-0.405691014247518	0.038	0.139	1	"Other"	"TP53I11"	"male"	"Entorhinal Cortex"
"CAMK2G3"	0.0797493707102243	-0.284072042866943	0.038	0.139	1	"Other"	"CAMK2G"	"male"	"Entorhinal Cortex"
"FXR15"	0.0798469653640648	0.48434530198022	0.231	0.111	1	"Other"	"FXR1"	"male"	"Entorhinal Cortex"
"RBM255"	0.079890027023292	-0.621953648681464	0.115	0.25	1	"Other"	"RBM25"	"male"	"Entorhinal Cortex"
"ACTB5"	0.0803807706303068	0.680257322643489	0.558	0.458	1	"Other"	"ACTB"	"male"	"Entorhinal Cortex"
"CLTA3"	0.0804480588435253	-0.310415513753916	0.077	0.194	1	"Other"	"CLTA"	"male"	"Entorhinal Cortex"
"CCDC142"	0.0804885639686323	-0.481202790833301	0.058	0.167	1	"Other"	"CCDC14"	"male"	"Entorhinal Cortex"
"OSBPL84"	0.0804885639686323	-0.541877619367917	0.058	0.167	1	"Other"	"OSBPL8"	"male"	"Entorhinal Cortex"
"FUS5"	0.0805253034874791	-0.638248290193169	0.096	0.222	1	"Other"	"FUS"	"male"	"Entorhinal Cortex"
"SPAG95"	0.0813767226639003	-0.319079627179737	0.135	0.278	1	"Other"	"SPAG9"	"male"	"Entorhinal Cortex"
"RFTN23"	0.0818893973440559	-0.479643768336397	0.077	0.194	1	"Other"	"RFTN2"	"male"	"Entorhinal Cortex"
"PTPRM4"	0.0827711971102829	-0.782437299528955	0.173	0.306	1	"Other"	"PTPRM"	"male"	"Entorhinal Cortex"
"CADM25"	0.0829653402847267	-0.902547987569456	0.346	0.514	1	"Other"	"CADM2"	"male"	"Entorhinal Cortex"
"CRADD5"	0.0832464253516031	-0.638600322061347	0.096	0.222	1	"Other"	"CRADD"	"male"	"Entorhinal Cortex"
"MBNL25"	0.0833745006467679	-0.533234567175424	0.173	0.319	1	"Other"	"MBNL2"	"male"	"Entorhinal Cortex"
"PRRC2B5"	0.0836343105077963	-0.431139428057975	0.058	0.167	1	"Other"	"PRRC2B"	"male"	"Entorhinal Cortex"
"LPAR14"	0.0837552378417603	-0.345945619184993	0.115	0.25	1	"Other"	"LPAR1"	"male"	"Entorhinal Cortex"
"EBF1"	0.0838538388788207	0.585730384273348	0.346	0.208	1	"Other"	"EBF1"	"male"	"Entorhinal Cortex"
"CLTC5"	0.0846363871701163	0.739757260059892	0.231	0.125	1	"Other"	"CLTC"	"male"	"Entorhinal Cortex"
"REEP32"	0.0848349037511545	-0.349730387745632	0.077	0.194	1	"Other"	"REEP3"	"male"	"Entorhinal Cortex"
"C9orf35"	0.0851963578612204	-0.773334156267967	0.231	0.361	1	"Other"	"C9orf3"	"male"	"Entorhinal Cortex"
"SGCE4"	0.0852441167469546	-0.477870066811774	0.058	0.167	1	"Other"	"SGCE"	"male"	"Entorhinal Cortex"
"LINC008941"	0.0852441167469546	-0.50943325008473	0.058	0.167	1	"Other"	"LINC00894"	"male"	"Entorhinal Cortex"
"ST52"	0.0852441167469546	-0.550862853956124	0.058	0.167	1	"Other"	"ST5"	"male"	"Entorhinal Cortex"
"MARCKSL14"	0.0854427016946393	0.701193734602555	0.231	0.111	1	"Other"	"MARCKSL1"	"male"	"Entorhinal Cortex"
"ZFYVE165"	0.086043897542587	-0.462311077624828	0.096	0.222	1	"Other"	"ZFYVE16"	"male"	"Entorhinal Cortex"
"ALDOA5"	0.086372803252248	0.829864964453733	0.327	0.194	1	"Other"	"ALDOA"	"male"	"Entorhinal Cortex"
"POMP"	0.0865112855308924	0.604033828880403	0.173	0.069	1	"Other"	"POMP"	"male"	"Entorhinal Cortex"
"ITIH5"	0.086752177375948	-0.506401198610679	0.231	0.375	1	"Other"	"ITIH5"	"male"	"Entorhinal Cortex"
"CPED11"	0.0868788842084542	-0.377232433010527	0.058	0.167	1	"Other"	"CPED1"	"male"	"Entorhinal Cortex"
"TNKS24"	0.0873545882371025	-0.81282536660612	0.038	0.125	1	"Other"	"TNKS2"	"male"	"Entorhinal Cortex"
"SEC625"	0.087669563671955	-0.537314457595278	0.135	0.264	1	"Other"	"SEC62"	"male"	"Entorhinal Cortex"
"ADGRL35"	0.0878899994284311	-0.738392268593548	0.231	0.375	1	"Other"	"ADGRL3"	"male"	"Entorhinal Cortex"
"CSNK1G31"	0.0885388672446435	-0.23097744135555	0.058	0.167	1	"Other"	"CSNK1G3"	"male"	"Entorhinal Cortex"
"SLC4A42"	0.0892715140796681	-1.69804726798326	0.038	0.125	1	"Other"	"SLC4A4"	"male"	"Entorhinal Cortex"
"ACSS31"	0.0894132521063287	-0.555183583413462	0.077	0.194	1	"Other"	"ACSS3"	"male"	"Entorhinal Cortex"
"TTC193"	0.0894132521063287	-0.39896845706827	0.077	0.194	1	"Other"	"TTC19"	"male"	"Entorhinal Cortex"
"RNF1155"	0.0901592647671386	1.0962072757205	0.288	0.181	1	"Other"	"RNF115"	"male"	"Entorhinal Cortex"
"AP3S13"	0.0912221774796284	-0.736923720525783	0.038	0.125	1	"Other"	"AP3S1"	"male"	"Entorhinal Cortex"
"SLC2A133"	0.0912221774796284	-0.800490493229561	0.038	0.125	1	"Other"	"SLC2A13"	"male"	"Entorhinal Cortex"
"BRWD15"	0.0919211445000412	-0.623099964679852	0.173	0.319	1	"Other"	"BRWD1"	"male"	"Entorhinal Cortex"
"LPGAT14"	0.0919354966935708	-0.414414258782669	0.058	0.167	1	"Other"	"LPGAT1"	"male"	"Entorhinal Cortex"
"FNDC3B3"	0.0921124022544707	-0.587050393520615	0.096	0.208	1	"Other"	"FNDC3B"	"male"	"Entorhinal Cortex"
"RBMX4"	0.0927436858325929	-0.77158489391912	0.077	0.181	1	"Other"	"RBMX"	"male"	"Entorhinal Cortex"
"MXRA8"	0.0932069629681705	-0.818084638896803	0.038	0.125	1	"Other"	"MXRA8"	"male"	"Entorhinal Cortex"
"RPAP23"	0.0932069629681705	-0.683611310767763	0.038	0.125	1	"Other"	"RPAP2"	"male"	"Entorhinal Cortex"
"SLIT22"	0.0932069629681705	-1.05667804970222	0.038	0.125	1	"Other"	"SLIT2"	"male"	"Entorhinal Cortex"
"DPH6-AS12"	0.0932069629681705	-0.888148439473444	0.038	0.125	1	"Other"	"DPH6-AS1"	"male"	"Entorhinal Cortex"
"ENOSF12"	0.0932069629681705	-0.706189833943396	0.038	0.125	1	"Other"	"ENOSF1"	"male"	"Entorhinal Cortex"
"EGFR3"	0.0933675225387676	-0.440141330764963	0.096	0.222	1	"Other"	"EGFR"	"male"	"Entorhinal Cortex"
"EPHX11"	0.0933678489212986	-0.499487678921853	0.115	0.25	1	"Other"	"EPHX1"	"male"	"Entorhinal Cortex"
"KMT5B5"	0.0934969846228351	-0.891120547567625	0.058	0.153	1	"Other"	"KMT5B"	"male"	"Entorhinal Cortex"
"NLK5"	0.0935937961288255	-0.917395858392355	0.115	0.222	1	"Other"	"NLK"	"male"	"Entorhinal Cortex"
"TET25"	0.0941885271023319	-0.333650365325909	0.077	0.194	1	"Other"	"TET2"	"male"	"Entorhinal Cortex"
"ZFHX33"	0.0948104691773679	-0.418673346666062	0.115	0.25	1	"Other"	"ZFHX3"	"male"	"Entorhinal Cortex"
"RB1CC14"	0.0950909471299046	1.09152316436153	0.231	0.139	1	"Other"	"RB1CC1"	"male"	"Entorhinal Cortex"
"TMF1"	0.0952262545461843	-0.654640120881823	0.038	0.125	1	"Other"	"TMF1"	"male"	"Entorhinal Cortex"
"GUCY1A3"	0.0952262545461843	-0.706020049799881	0.038	0.125	1	"Other"	"GUCY1A3"	"male"	"Entorhinal Cortex"
"TCAF11"	0.0952262545461843	-0.687072076359593	0.038	0.125	1	"Other"	"TCAF1"	"male"	"Entorhinal Cortex"
"NFIA5"	0.0955680959420046	-0.350957184864835	0.481	0.667	1	"Other"	"NFIA"	"male"	"Entorhinal Cortex"
"NUMB4"	0.0964323324209192	-0.57963686899576	0.096	0.222	1	"Other"	"NUMB"	"male"	"Entorhinal Cortex"
"TGFBR21"	0.096433560251899	0.891515349006021	0.231	0.125	1	"Other"	"TGFBR2"	"male"	"Entorhinal Cortex"
"AMER25"	0.096433560251899	0.86146705106605	0.231	0.125	1	"Other"	"AMER2"	"male"	"Entorhinal Cortex"
"FAM193B2"	0.0965402554450768	1.07530041030747	0.154	0.069	1	"Other"	"FAM193B"	"male"	"Entorhinal Cortex"
"CREM2"	0.0970067230712112	0.116686184457796	0.115	0.25	1	"Other"	"CREM"	"male"	"Entorhinal Cortex"
"COG55"	0.0971557811799247	-0.844363833260744	0.058	0.153	1	"Other"	"COG5"	"male"	"Entorhinal Cortex"
"KCTD9"	0.0971557811799247	-0.885276546607632	0.058	0.153	1	"Other"	"KCTD9"	"male"	"Entorhinal Cortex"
"TPCN12"	0.0971557811799247	-0.845557101253793	0.058	0.153	1	"Other"	"TPCN1"	"male"	"Entorhinal Cortex"
"INTU2"	0.0972804355525255	-0.681985483597333	0.038	0.125	1	"Other"	"INTU"	"male"	"Entorhinal Cortex"
"PHLDB2"	0.0974317068994088	-0.414527317541975	0.231	0.375	1	"Other"	"PHLDB2"	"male"	"Entorhinal Cortex"
"NT5DC12"	0.0990276364415844	-0.798477368382767	0.058	0.153	1	"Other"	"NT5DC1"	"male"	"Entorhinal Cortex"
"EP4002"	0.0991042867997045	1.02899573152272	0.115	0.042	1	"Other"	"EP400"	"male"	"Entorhinal Cortex"
"MAMDC24"	0.0991288442415628	-0.327849945679457	0.192	0.375	1	"Other"	"MAMDC2"	"male"	"Entorhinal Cortex"
"GALNT133"	0.0993698885302678	-0.61879311705515	0.038	0.125	1	"Other"	"GALNT13"	"male"	"Entorhinal Cortex"
"NDST4"	0.0993698885302678	-0.62550545264998	0.038	0.125	1	"Other"	"NDST4"	"male"	"Entorhinal Cortex"
"ATM5"	0.100165575340352	0.72060713344811	0.212	0.111	1	"Other"	"ATM"	"male"	"Entorhinal Cortex"
"LIMCH15"	0.100417425361218	-0.500700581366644	0.212	0.361	1	"Other"	"LIMCH1"	"male"	"Entorhinal Cortex"
"YWHAZ4"	0.100886104859565	0.724783491461122	0.173	0.083	1	"Other"	"YWHAZ"	"male"	"Entorhinal Cortex"
"MAN1C1"	0.100928164581845	-0.675302679023018	0.058	0.153	1	"Other"	"MAN1C1"	"male"	"Entorhinal Cortex"
"CFLAR1"	0.10118308180818	0.763788813975504	0.231	0.125	1	"Other"	"CFLAR"	"male"	"Entorhinal Cortex"
"SREBF25"	0.101264515108863	-0.608065920492201	0.077	0.181	1	"Other"	"SREBF2"	"male"	"Entorhinal Cortex"
"COL4A3"	0.101494995090984	-0.467906585632673	0.038	0.125	1	"Other"	"COL4A3"	"male"	"Entorhinal Cortex"
"HGSNAT4"	0.101494995090984	-0.540658253032112	0.038	0.125	1	"Other"	"HGSNAT"	"male"	"Entorhinal Cortex"
"FBXO32"	0.101494995090984	-0.845163680505978	0.038	0.125	1	"Other"	"FBXO32"	"male"	"Entorhinal Cortex"
"NAA162"	0.101494995090984	-0.615081313974864	0.038	0.125	1	"Other"	"NAA16"	"male"	"Entorhinal Cortex"
"MIS18BP11"	0.101494995090984	-0.477356375225121	0.038	0.125	1	"Other"	"MIS18BP1"	"male"	"Entorhinal Cortex"
"MEIS23"	0.101494995090984	-0.398402438631688	0.038	0.125	1	"Other"	"MEIS2"	"male"	"Entorhinal Cortex"
"C16orf89"	0.101494995090984	-0.66761295400612	0.038	0.125	1	"Other"	"C16orf89"	"male"	"Entorhinal Cortex"
"ARHGAP28"	0.101494995090984	-0.754943162315168	0.038	0.125	1	"Other"	"ARHGAP28"	"male"	"Entorhinal Cortex"
"ANK35"	0.102062823608889	-0.565021411772595	0.173	0.306	1	"Other"	"ANK3"	"male"	"Entorhinal Cortex"
"HMGN35"	0.102749254313797	-0.405619344321846	0.231	0.389	1	"Other"	"HMGN3"	"male"	"Entorhinal Cortex"
"GAPDH5"	0.102749254313797	0.669498436742429	0.385	0.278	1	"Other"	"GAPDH"	"male"	"Entorhinal Cortex"
"NUPR11"	0.102756938963566	0.996434132804221	0.173	0.083	1	"Other"	"NUPR1"	"male"	"Entorhinal Cortex"
"MAGI34"	0.102857640939076	-0.550897802946764	0.058	0.153	1	"Other"	"MAGI3"	"male"	"Entorhinal Cortex"
"STK24"	0.103041291452362	-0.726300741122569	0.077	0.181	1	"Other"	"STK24"	"male"	"Entorhinal Cortex"
"WDR48"	0.103656135777094	-0.51248694767615	0.038	0.125	1	"Other"	"WDR48"	"male"	"Entorhinal Cortex"
"WHSC13"	0.103656135777094	-0.564494870271257	0.038	0.125	1	"Other"	"WHSC1"	"male"	"Entorhinal Cortex"
"CENPC1"	0.103656135777094	-0.469451555073486	0.038	0.125	1	"Other"	"CENPC"	"male"	"Entorhinal Cortex"
"SF3B22"	0.103656135777094	-0.644360360039576	0.038	0.125	1	"Other"	"SF3B2"	"male"	"Entorhinal Cortex"
"ARSG"	0.103656135777094	-0.561125708559147	0.038	0.125	1	"Other"	"ARSG"	"male"	"Entorhinal Cortex"
"COLGALT24"	0.103801510338639	0.891209405856598	0.115	0.042	1	"Other"	"COLGALT2"	"male"	"Entorhinal Cortex"
"TIMM17B"	0.103801510338639	0.767982879953718	0.115	0.042	1	"Other"	"TIMM17B"	"male"	"Entorhinal Cortex"
"PSMF1"	0.103801510338639	1.16620031482513	0.115	0.042	1	"Other"	"PSMF1"	"male"	"Entorhinal Cortex"
"PTMS1"	0.103937407045843	0.90843351672087	0.192	0.097	1	"Other"	"PTMS"	"male"	"Entorhinal Cortex"
"CLDND15"	0.10407894305159	0.884425794687066	0.288	0.181	1	"Other"	"CLDND1"	"male"	"Entorhinal Cortex"
"PPP1R215"	0.104425187373378	0.727261036739251	0.154	0.069	1	"Other"	"PPP1R21"	"male"	"Entorhinal Cortex"
"PLEKHG11"	0.10465526375841	1.05970123384738	0.173	0.083	1	"Other"	"PLEKHG1"	"male"	"Entorhinal Cortex"
"JAKMIP24"	0.104816340091362	-0.664122113440975	0.058	0.153	1	"Other"	"JAKMIP2"	"male"	"Entorhinal Cortex"
"ADAM33"	0.104816340091362	-0.713782615412348	0.058	0.153	1	"Other"	"ADAM33"	"male"	"Entorhinal Cortex"
"GREB1"	0.104842769563009	-0.672285724758463	0.077	0.181	1	"Other"	"GREB1"	"male"	"Entorhinal Cortex"
"COX5B4"	0.104842769563009	0.752818095934033	0.192	0.097	1	"Other"	"COX5B"	"male"	"Entorhinal Cortex"
"TNS22"	0.104842769563009	-0.617854528629779	0.077	0.181	1	"Other"	"TNS2"	"male"	"Entorhinal Cortex"
"CADPS23"	0.104997002951406	-0.281483363383048	0.096	0.208	1	"Other"	"CADPS2"	"male"	"Entorhinal Cortex"
"SPG203"	0.104997002951406	-0.675955802991144	0.096	0.208	1	"Other"	"SPG20"	"male"	"Entorhinal Cortex"
"KIF13A5"	0.105457451701705	-0.185437836919322	0.212	0.375	1	"Other"	"KIF13A"	"male"	"Entorhinal Cortex"
"SCD6"	0.105474811388177	0.770222934926226	0.269	0.167	1	"Other"	"SCD"	"male"	"Entorhinal Cortex"
"UBB5"	0.105482886510518	0.601012414242472	0.404	0.278	1	"Other"	"UBB"	"male"	"Entorhinal Cortex"
"VIM1"	0.105498900870703	-0.825524886409928	0.269	0.403	1	"Other"	"VIM"	"male"	"Entorhinal Cortex"
"CSMD23"	0.105853689922315	-0.525019981637179	0.038	0.125	1	"Other"	"CSMD2"	"male"	"Entorhinal Cortex"
"AC007246.31"	0.105853689922315	-0.436166695743523	0.038	0.125	1	"Other"	"AC007246.3"	"male"	"Entorhinal Cortex"
"ANKRD37"	0.105853689922315	1.09026079049468	0.135	0.056	1	"Other"	"ANKRD37"	"male"	"Entorhinal Cortex"
"PARP83"	0.105853689922315	-0.47620421161633	0.038	0.125	1	"Other"	"PARP8"	"male"	"Entorhinal Cortex"
"SMURF14"	0.105853689922315	-0.624411389925105	0.038	0.125	1	"Other"	"SMURF1"	"male"	"Entorhinal Cortex"
"TMEM651"	0.105853689922315	-0.647790790285334	0.038	0.125	1	"Other"	"TMEM65"	"male"	"Entorhinal Cortex"
"FLI11"	0.105853689922315	1.35646793818571	0.135	0.056	1	"Other"	"FLI1"	"male"	"Entorhinal Cortex"
"WDR113"	0.105853689922315	-0.591610822023537	0.038	0.125	1	"Other"	"WDR11"	"male"	"Entorhinal Cortex"
"ARPP193"	0.105853689922315	1.16523889951427	0.135	0.056	1	"Other"	"ARPP19"	"male"	"Entorhinal Cortex"
"NMT12"	0.105853689922315	0.888004843347145	0.135	0.056	1	"Other"	"NMT1"	"male"	"Entorhinal Cortex"
"ABCA9"	0.10587219199071	-0.101314188417158	0.115	0.236	1	"Other"	"ABCA9"	"male"	"Entorhinal Cortex"
"RAB7A5"	0.106115151867207	1.0667567083164	0.231	0.139	1	"Other"	"RAB7A"	"male"	"Entorhinal Cortex"
"CCDC1713"	0.106115151867207	-0.663403982617636	0.115	0.222	1	"Other"	"CCDC171"	"male"	"Entorhinal Cortex"
"PSMD13"	0.106115807293983	-0.41295504765733	0.096	0.222	1	"Other"	"PSMD1"	"male"	"Entorhinal Cortex"
"CPSF72"	0.106215579082085	0.789282847449523	0.115	0.042	1	"Other"	"CPSF7"	"male"	"Entorhinal Cortex"
"DENND1A5"	0.106242709727745	-0.520975321349618	0.135	0.264	1	"Other"	"DENND1A"	"male"	"Entorhinal Cortex"
"NTM5"	0.106320341102469	-0.582364285416715	0.173	0.306	1	"Other"	"NTM"	"male"	"Entorhinal Cortex"
"HIP1R4"	0.106474271424302	0.747952749647367	0.154	0.069	1	"Other"	"HIP1R"	"male"	"Entorhinal Cortex"
"REEP52"	0.106804535774468	-0.570663320344682	0.058	0.153	1	"Other"	"REEP5"	"male"	"Entorhinal Cortex"
"KIAA14685"	0.106804535774468	-0.658797893483558	0.058	0.153	1	"Other"	"KIAA1468"	"male"	"Entorhinal Cortex"
"LINC009695"	0.107015034052243	0.975539000338207	0.269	0.167	1	"Other"	"LINC00969"	"male"	"Entorhinal Cortex"
"PHF21A5"	0.107195644112723	-0.731524841892679	0.173	0.292	1	"Other"	"PHF21A"	"male"	"Entorhinal Cortex"
