"p_val"	"avg_log2FC"	"pct.1"	"pct.2"	"p_val_adj"	"celltype"	"DEG"	"gender"	"region"
"UBASH3B2"	0.0775145381208689	0.565484969632137	0.115	0.037	1	"OPC"	"UBASH3B"	"female"	"Entorhinal Cortex"
"PRPF40B1"	0.0775145381208689	0.479170973791212	0.115	0.037	1	"OPC"	"PRPF40B"	"female"	"Entorhinal Cortex"
"ICE2"	0.0775145381208689	0.551228798296333	0.115	0.037	1	"OPC"	"ICE2"	"female"	"Entorhinal Cortex"
"ZNF749"	0.0775145381208689	0.603183982872882	0.115	0.037	1	"OPC"	"ZNF749"	"female"	"Entorhinal Cortex"
"FBXW51"	0.0777105662607673	0.453912645184966	0.131	0.049	1	"OPC"	"FBXW5"	"female"	"Entorhinal Cortex"
"TERF2IP4"	0.0782044330651647	0.647482990728252	0.279	0.16	1	"OPC"	"TERF2IP"	"female"	"Entorhinal Cortex"
"GALNT22"	0.0783485717202418	-0.695891167504596	0.033	0.111	1	"OPC"	"GALNT2"	"female"	"Entorhinal Cortex"
"ZNF37A3"	0.0787619507648656	0.384470016077961	0.18	0.074	1	"OPC"	"ZNF37A"	"female"	"Entorhinal Cortex"
"DGKB2"	0.0788563077979242	-0.779370895078551	0.23	0.346	1	"OPC"	"DGKB"	"female"	"Entorhinal Cortex"
"RP11-426C22.52"	0.0790880725422837	0.464671292873632	0.115	0.037	1	"OPC"	"RP11-426C22.5"	"female"	"Entorhinal Cortex"
"PLCG11"	0.0790880725422837	0.497084283284407	0.115	0.037	1	"OPC"	"PLCG1"	"female"	"Entorhinal Cortex"
"CASD12"	0.0793868844085748	-0.671897865928933	0.066	0.16	1	"OPC"	"CASD1"	"female"	"Entorhinal Cortex"
"DSEL"	0.0794458720509813	-0.677409860887673	0.098	0.21	1	"OPC"	"DSEL"	"female"	"Entorhinal Cortex"
"ITGAV2"	0.0795998589772322	-0.636508046418007	0.131	0.247	1	"OPC"	"ITGAV"	"female"	"Entorhinal Cortex"
"DOCK93"	0.079619173989521	0.359470831357192	0.393	0.247	1	"OPC"	"DOCK9"	"female"	"Entorhinal Cortex"
"INPP12"	0.07965140047156	-0.670890517186542	0.049	0.136	1	"OPC"	"INPP1"	"female"	"Entorhinal Cortex"
"CALCOCO11"	0.07965140047156	0.65449544240325	0.148	0.062	1	"OPC"	"CALCOCO1"	"female"	"Entorhinal Cortex"
"PPP4R1"	0.07965140047156	0.632990727162492	0.148	0.062	1	"OPC"	"PPP4R1"	"female"	"Entorhinal Cortex"
"TMEM59L2"	0.07965140047156	-0.6854405080446	0.049	0.136	1	"OPC"	"TMEM59L"	"female"	"Entorhinal Cortex"
"ALCAM4"	0.0797398515908713	-0.368288370527745	0.426	0.543	1	"OPC"	"ALCAM"	"female"	"Entorhinal Cortex"
"CTNND24"	0.0799187711593684	-0.4700253603493	0.689	0.753	1	"OPC"	"CTNND2"	"female"	"Entorhinal Cortex"
"SEPT74"	0.0805435489413947	-0.653199040676595	0.262	0.37	1	"OPC"	"SEPT7"	"female"	"Entorhinal Cortex"
"NUDCD32"	0.0806301881694026	0.538341718760482	0.131	0.049	1	"OPC"	"NUDCD3"	"female"	"Entorhinal Cortex"
"GGA21"	0.0806301881694026	0.500147598340687	0.131	0.049	1	"OPC"	"GGA2"	"female"	"Entorhinal Cortex"
"BLCAP1"	0.0806335210357066	-0.728512902421538	0.033	0.111	1	"OPC"	"BLCAP"	"female"	"Entorhinal Cortex"
"NFIB3"	0.0806667436561295	-0.560521940059058	0.426	0.556	1	"OPC"	"NFIB"	"female"	"Entorhinal Cortex"
"WASF11"	0.0806874896216703	0.412835376580228	0.115	0.037	1	"OPC"	"WASF1"	"female"	"Entorhinal Cortex"
"ANP32A1"	0.0806874896216703	0.490892819218903	0.115	0.037	1	"OPC"	"ANP32A"	"female"	"Entorhinal Cortex"
"SNRPA12"	0.0806874896216703	0.289328004081524	0.115	0.037	1	"OPC"	"SNRPA1"	"female"	"Entorhinal Cortex"
"APC5"	0.0807142874830907	-0.469593632935266	0.131	0.259	1	"OPC"	"APC"	"female"	"Entorhinal Cortex"
"ZMYND113"	0.0810291893592914	-0.711111215662372	0.049	0.136	1	"OPC"	"ZMYND11"	"female"	"Entorhinal Cortex"
"KCNB11"	0.0810291893592914	0.622561606095894	0.148	0.062	1	"OPC"	"KCNB1"	"female"	"Entorhinal Cortex"
"COX7C3"	0.0812240954360518	-0.83236092337466	0.148	0.247	1	"OPC"	"COX7C"	"female"	"Entorhinal Cortex"
"CHL12"	0.0812815484428414	0.357644530405557	0.721	0.568	1	"OPC"	"CHL1"	"female"	"Entorhinal Cortex"
"PHF6"	0.081409075931273	-0.552376362677447	0.033	0.111	1	"OPC"	"PHF6"	"female"	"Entorhinal Cortex"
"MRPL412"	0.081409075931273	-0.608137335785627	0.033	0.111	1	"OPC"	"MRPL41"	"female"	"Entorhinal Cortex"
"RAN"	0.081409075931273	-0.631576781053407	0.033	0.111	1	"OPC"	"RAN"	"female"	"Entorhinal Cortex"
"GALR1"	0.081409075931273	-0.789856175138622	0.033	0.111	1	"OPC"	"GALR1"	"female"	"Entorhinal Cortex"
"FTH14"	0.0814341211512713	0.323947112712015	0.852	0.753	1	"OPC"	"FTH1"	"female"	"Entorhinal Cortex"
"PPP2R5C4"	0.0819229798438994	0.412269857684085	0.18	0.074	1	"OPC"	"PPP2R5C"	"female"	"Entorhinal Cortex"
"ZNF780B1"	0.0819229798438994	-0.594101679073794	0.066	0.16	1	"OPC"	"ZNF780B"	"female"	"Entorhinal Cortex"
"INO802"	0.082123061410483	0.617280659111398	0.131	0.049	1	"OPC"	"INO80"	"female"	"Entorhinal Cortex"
"H2AFY1"	0.0823130747657406	0.501304337958914	0.115	0.037	1	"OPC"	"H2AFY"	"female"	"Entorhinal Cortex"
"ABTB2"	0.0824262633638558	-0.719086097534813	0.049	0.136	1	"OPC"	"ABTB2"	"female"	"Entorhinal Cortex"
"PRDX61"	0.0829753199557601	-0.562007297585173	0.033	0.111	1	"OPC"	"PRDX6"	"female"	"Entorhinal Cortex"
"TBK11"	0.0829753199557601	-0.61477241576327	0.033	0.111	1	"OPC"	"TBK1"	"female"	"Entorhinal Cortex"
"C1QBP"	0.0829753199557601	-0.613478643333546	0.033	0.111	1	"OPC"	"C1QBP"	"female"	"Entorhinal Cortex"
"SECISBP24"	0.0835715538548255	0.64166920249258	0.164	0.074	1	"OPC"	"SECISBP2"	"female"	"Entorhinal Cortex"
"SACS2"	0.0835715538548255	0.695840822673568	0.164	0.074	1	"OPC"	"SACS"	"female"	"Entorhinal Cortex"
"HACD2"	0.0836382720927317	0.489344816667619	0.131	0.049	1	"OPC"	"HACD2"	"female"	"Entorhinal Cortex"
"MTCH14"	0.0836382720927317	0.618716869081042	0.131	0.049	1	"OPC"	"MTCH1"	"female"	"Entorhinal Cortex"
"ATG132"	0.0836382720927317	0.57225899774013	0.131	0.049	1	"OPC"	"ATG13"	"female"	"Entorhinal Cortex"
"LHFPL41"	0.0838428025102608	0.556552778559676	0.148	0.062	1	"OPC"	"LHFPL4"	"female"	"Entorhinal Cortex"
"HIVEP22"	0.0838428025102608	-0.642020955162516	0.049	0.136	1	"OPC"	"HIVEP2"	"female"	"Entorhinal Cortex"
"CADM14"	0.0840769759864863	0.265520831321244	0.738	0.63	1	"OPC"	"CADM1"	"female"	"Entorhinal Cortex"
"CCAR13"	0.084366326372988	0.439571252629438	0.246	0.123	1	"OPC"	"CCAR1"	"female"	"Entorhinal Cortex"
"PHYKPL2"	0.0845658921739605	-0.599351274257022	0.033	0.111	1	"OPC"	"PHYKPL"	"female"	"Entorhinal Cortex"
"EPC21"	0.0849207351301073	0.738345550962987	0.164	0.074	1	"OPC"	"EPC2"	"female"	"Entorhinal Cortex"
"BTRC4"	0.085070080703545	-0.55151979510985	0.148	0.272	1	"OPC"	"BTRC"	"female"	"Entorhinal Cortex"
"FAM184B"	0.085176042211015	0.719221012301984	0.131	0.049	1	"OPC"	"FAM184B"	"female"	"Entorhinal Cortex"
"IFI27L2"	0.0852789868436963	0.573330720557709	0.148	0.062	1	"OPC"	"IFI27L2"	"female"	"Entorhinal Cortex"
"SNX7"	0.085368855474747	-0.680228089233179	0.033	0.111	1	"OPC"	"SNX7"	"female"	"Entorhinal Cortex"
"FAM78B1"	0.0856438913771218	0.293957339102903	0.115	0.037	1	"OPC"	"FAM78B"	"female"	"Entorhinal Cortex"
"RALY2"	0.0856438913771218	0.42549930880191	0.115	0.037	1	"OPC"	"RALY"	"female"	"Entorhinal Cortex"
"LRPAP1"	0.0859743039944095	-0.552007050532961	0.082	0.185	1	"OPC"	"LRPAP1"	"female"	"Entorhinal Cortex"
"IRF2"	0.0860032735542074	0.571700444772874	0.148	0.062	1	"OPC"	"IRF2"	"female"	"Entorhinal Cortex"
"ARL4A"	0.0861810427997111	-0.545685792197378	0.033	0.111	1	"OPC"	"ARL4A"	"female"	"Entorhinal Cortex"
"C14orf166"	0.0861810427997111	-0.569024181185268	0.033	0.111	1	"OPC"	"C14orf166"	"female"	"Entorhinal Cortex"
"PPDPF2"	0.0861810427997111	-0.632168366817319	0.033	0.111	1	"OPC"	"PPDPF"	"female"	"Entorhinal Cortex"
"TCEB23"	0.0862874785569179	0.68684376476131	0.164	0.074	1	"OPC"	"TCEB2"	"female"	"Entorhinal Cortex"
"ARHGAP421"	0.0863436066419438	-0.857901214079595	0.148	0.259	1	"OPC"	"ARHGAP42"	"female"	"Entorhinal Cortex"
"BMPR1A3"	0.0866445563307013	-0.710336145168895	0.082	0.173	1	"OPC"	"BMPR1A"	"female"	"Entorhinal Cortex"
"ICE11"	0.0867349963952955	-0.581105896906488	0.049	0.136	1	"OPC"	"ICE1"	"female"	"Entorhinal Cortex"
"AATK3"	0.0867365937481351	0.534147641730586	0.131	0.049	1	"OPC"	"AATK"	"female"	"Entorhinal Cortex"
"OSBPL1A4"	0.0872933618954645	0.270873704001001	0.328	0.173	1	"OPC"	"OSBPL1A"	"female"	"Entorhinal Cortex"
"PRDX13"	0.0874623832829482	-0.506885568619937	0.098	0.21	1	"OPC"	"PRDX1"	"female"	"Entorhinal Cortex"
"MBD54"	0.0877147199209217	-0.452864493130085	0.475	0.58	1	"OPC"	"MBD5"	"female"	"Entorhinal Cortex"
"GRSF1"	0.0878210219979145	-0.658629937164568	0.033	0.111	1	"OPC"	"GRSF1"	"female"	"Entorhinal Cortex"
"ZNF4831"	0.0878210219979145	-0.547787432724406	0.033	0.111	1	"OPC"	"ZNF483"	"female"	"Entorhinal Cortex"
"FAM177A11"	0.0878210219979145	-0.518328138063968	0.033	0.111	1	"OPC"	"FAM177A1"	"female"	"Entorhinal Cortex"
"MED273"	0.0882110111474255	0.701170329141509	0.148	0.062	1	"OPC"	"MED27"	"female"	"Entorhinal Cortex"
"ATP2B22"	0.0883201486256902	0.519875552673264	0.131	0.049	1	"OPC"	"ATP2B2"	"female"	"Entorhinal Cortex"
"MT33"	0.0883540189052335	0.519526779708019	0.475	0.346	1	"OPC"	"MT3"	"female"	"Entorhinal Cortex"
"TMEM87A4"	0.0885514366626377	-0.657561928903544	0.066	0.16	1	"OPC"	"TMEM87A"	"female"	"Entorhinal Cortex"
"MEF2C3"	0.0886591130193342	-0.549932629470511	0.098	0.21	1	"OPC"	"MEF2C"	"female"	"Entorhinal Cortex"
"TBC1D323"	0.0888913829645429	0.544507863270681	0.23	0.123	1	"OPC"	"TBC1D32"	"female"	"Entorhinal Cortex"
"MAPK8IP33"	0.0890828066138513	0.416667662704131	0.115	0.037	1	"OPC"	"MAPK8IP3"	"female"	"Entorhinal Cortex"
"MAST21"	0.0891191819313726	0.536370599022207	0.131	0.049	1	"OPC"	"MAST2"	"female"	"Entorhinal Cortex"
"SCML12"	0.0891191819313726	0.521749948565141	0.131	0.049	1	"OPC"	"SCML1"	"female"	"Entorhinal Cortex"
"TFDP23"	0.0891323082532328	0.65571787552286	0.197	0.099	1	"OPC"	"TFDP2"	"female"	"Entorhinal Cortex"
"AGAP41"	0.0892363455617867	-0.63330455498222	0.082	0.173	1	"OPC"	"AGAP4"	"female"	"Entorhinal Cortex"
"SRSF61"	0.0894853939888649	-0.739227717939718	0.115	0.21	1	"OPC"	"SRSF6"	"female"	"Entorhinal Cortex"
"LINC01006"	0.0894860798240096	-0.521247906281419	0.033	0.111	1	"OPC"	"LINC01006"	"female"	"Entorhinal Cortex"
"ERGIC11"	0.0897072109985102	0.625995009073379	0.148	0.062	1	"OPC"	"ERGIC1"	"female"	"Entorhinal Cortex"
"SETX4"	0.0897072109985102	0.526385358286511	0.148	0.062	1	"OPC"	"SETX"	"female"	"Entorhinal Cortex"
"ZNF793"	0.0899269286542254	0.438413617972611	0.131	0.049	1	"OPC"	"ZNF793"	"female"	"Entorhinal Cortex"
"UBE2E34"	0.090323014622119	0.593999387309826	0.262	0.148	1	"OPC"	"UBE2E3"	"female"	"Entorhinal Cortex"
"FBXL174"	0.0904871388748252	0.553688249648405	0.377	0.247	1	"OPC"	"FBXL17"	"female"	"Entorhinal Cortex"
"RCAN22"	0.0904945872809081	0.614102905305148	0.164	0.074	1	"OPC"	"RCAN2"	"female"	"Entorhinal Cortex"
"CNTNAP53"	0.091071567160957	-0.37376124081818	0.59	0.741	1	"OPC"	"CNTNAP5"	"female"	"Entorhinal Cortex"
"MGST11"	0.091223775727392	-0.568886414292424	0.049	0.136	1	"OPC"	"MGST1"	"female"	"Entorhinal Cortex"
"SGSM11"	0.0915571554826809	0.492461394492517	0.131	0.049	1	"OPC"	"SGSM1"	"female"	"Entorhinal Cortex"
"USP35"	0.0919330844542609	0.564369176188731	0.164	0.074	1	"OPC"	"USP3"	"female"	"Entorhinal Cortex"
"JARID24"	0.0919395948092239	-0.707297506485545	0.098	0.198	1	"OPC"	"JARID2"	"female"	"Entorhinal Cortex"
"UBXN2A2"	0.0919884780367455	0.5432107183378	0.148	0.062	1	"OPC"	"UBXN2A"	"female"	"Entorhinal Cortex"
"GAPDH4"	0.0924647176807437	-0.387401139145599	0.377	0.543	1	"OPC"	"GAPDH"	"female"	"Entorhinal Cortex"
"DNAJC63"	0.0924856640280998	0.344672648048683	0.246	0.123	1	"OPC"	"DNAJC6"	"female"	"Entorhinal Cortex"
"PPP2R5E4"	0.0925999153848903	0.37837441747392	0.213	0.099	1	"OPC"	"PPP2R5E"	"female"	"Entorhinal Cortex"
"NIM1K1"	0.0926321029989545	0.333803330504896	0.115	0.037	1	"OPC"	"NIM1K"	"female"	"Entorhinal Cortex"
"DENND5B3"	0.0926337756036111	0.29436003778946	0.311	0.173	1	"OPC"	"DENND5B"	"female"	"Entorhinal Cortex"
"GGNBP23"	0.0927608849572366	0.54163599065528	0.148	0.062	1	"OPC"	"GGNBP2"	"female"	"Entorhinal Cortex"
"DDHD22"	0.0932110505471463	0.493280567785833	0.131	0.049	1	"OPC"	"DDHD2"	"female"	"Entorhinal Cortex"
"SERGEF2"	0.0932110505471463	0.506911820692519	0.131	0.049	1	"OPC"	"SERGEF"	"female"	"Entorhinal Cortex"
"DDX102"	0.0932110505471463	0.498848876410964	0.131	0.049	1	"OPC"	"DDX10"	"female"	"Entorhinal Cortex"
"AKAP111"	0.0932110505471463	0.399621506280616	0.131	0.049	1	"OPC"	"AKAP11"	"female"	"Entorhinal Cortex"
"RALGAPB2"	0.0932110505471463	0.46333604306492	0.131	0.049	1	"OPC"	"RALGAPB"	"female"	"Entorhinal Cortex"
"PLCE11"	0.0932407410847382	-0.743888445055027	0.082	0.173	1	"OPC"	"PLCE1"	"female"	"Entorhinal Cortex"
"SLF23"	0.0938477243619336	0.537454102518266	0.18	0.086	1	"OPC"	"SLF2"	"female"	"Entorhinal Cortex"
"CDC373"	0.0938477243619336	0.546300382165722	0.18	0.086	1	"OPC"	"CDC37"	"female"	"Entorhinal Cortex"
"CLK14"	0.093848543267725	0.528898692831812	0.213	0.111	1	"OPC"	"CLK1"	"female"	"Entorhinal Cortex"
"EIF4A24"	0.0942916019229243	0.354031520597477	0.262	0.136	1	"OPC"	"EIF4A2"	"female"	"Entorhinal Cortex"
"TPI12"	0.0944918778377001	-0.691518280634173	0.098	0.198	1	"OPC"	"TPI1"	"female"	"Entorhinal Cortex"
"DPP64"	0.0945722839022785	-0.252976015364189	0.902	0.914	1	"OPC"	"DPP6"	"female"	"Entorhinal Cortex"
"ELAVL32"	0.094865171534141	0.549090331063411	0.164	0.074	1	"OPC"	"ELAVL3"	"female"	"Entorhinal Cortex"
"AC016831.73"	0.0948888350189307	0.241343478755201	0.131	0.049	1	"OPC"	"AC016831.7"	"female"	"Entorhinal Cortex"
"DAB14"	0.0950512119768579	-0.379994273626499	0.672	0.704	1	"OPC"	"DAB1"	"female"	"Entorhinal Cortex"
"PDZD23"	0.0950728114303088	0.414162353378067	0.82	0.704	1	"OPC"	"PDZD2"	"female"	"Entorhinal Cortex"
"SLC8A1-AS1"	0.0956055283771773	-0.517074873453517	0.066	0.16	1	"OPC"	"SLC8A1-AS1"	"female"	"Entorhinal Cortex"
"MOBP2"	0.0958974544143667	-0.541473653090866	0.049	0.136	1	"OPC"	"MOBP"	"female"	"Entorhinal Cortex"
"ABHD61"	0.0958974544143667	0.521286069832223	0.148	0.062	1	"OPC"	"ABHD6"	"female"	"Entorhinal Cortex"
"SRP541"	0.0958974544143667	0.453439899625766	0.148	0.062	1	"OPC"	"SRP54"	"female"	"Entorhinal Cortex"
"CYB5D2"	0.0965907297519551	0.493303209958026	0.131	0.049	1	"OPC"	"CYB5D2"	"female"	"Entorhinal Cortex"
"SOX52"	0.09685250134917	-0.428064150865149	0.59	0.63	1	"OPC"	"SOX5"	"female"	"Entorhinal Cortex"
"PAK13"	0.0974972727784553	0.437757021679848	0.148	0.062	1	"OPC"	"PAK1"	"female"	"Entorhinal Cortex"
"NMD32"	0.0977608607404278	0.580510230674487	0.213	0.111	1	"OPC"	"NMD3"	"female"	"Entorhinal Cortex"
"ARID1A4"	0.0977617471277491	0.510124945130765	0.213	0.111	1	"OPC"	"ARID1A"	"female"	"Entorhinal Cortex"
"MGAT54"	0.0978717148001713	0.545618746271012	0.164	0.074	1	"OPC"	"MGAT5"	"female"	"Entorhinal Cortex"
"MT1M1"	0.0981168542150594	0.547571844877922	0.18	0.086	1	"OPC"	"MT1M"	"female"	"Entorhinal Cortex"
"TOM1L23"	0.0981168542150594	0.608080543729672	0.18	0.086	1	"OPC"	"TOM1L2"	"female"	"Entorhinal Cortex"
"SHISA7"	0.0983169552294796	0.253491983056992	0.131	0.049	1	"OPC"	"SHISA7"	"female"	"Entorhinal Cortex"
"RALGAPA24"	0.0987840628913954	0.481837776141408	0.23	0.123	1	"OPC"	"RALGAPA2"	"female"	"Entorhinal Cortex"
"HP1BP34"	0.0988028318699684	-0.697397582381102	0.082	0.173	1	"OPC"	"HP1BP3"	"female"	"Entorhinal Cortex"
"MID11"	0.0991183518418127	0.527498668241013	0.148	0.062	1	"OPC"	"MID1"	"female"	"Entorhinal Cortex"
"ANKRD124"	0.0997821036107089	0.455788433270303	0.41	0.259	1	"OPC"	"ANKRD12"	"female"	"Entorhinal Cortex"
"TMEM132C3"	0.100316545441785	0.484861567029077	0.689	0.556	1	"OPC"	"TMEM132C"	"female"	"Entorhinal Cortex"
"MAP4K44"	0.100371029003906	-0.423626279374508	0.23	0.333	1	"OPC"	"MAP4K4"	"female"	"Entorhinal Cortex"
"TSC22D43"	0.100460465874228	0.472602270797374	0.426	0.284	1	"OPC"	"TSC22D4"	"female"	"Entorhinal Cortex"
"TACC21"	0.100733457868752	0.55765919120684	0.23	0.123	1	"OPC"	"TACC2"	"female"	"Entorhinal Cortex"
"GSN4"	0.100734295088911	-0.745973702413524	0.115	0.21	1	"OPC"	"GSN"	"female"	"Entorhinal Cortex"
"SEC632"	0.100760869892189	0.437634836436887	0.148	0.062	1	"OPC"	"SEC63"	"female"	"Entorhinal Cortex"
"ENOX22"	0.100760869892189	0.466623098592689	0.148	0.062	1	"OPC"	"ENOX2"	"female"	"Entorhinal Cortex"
"LRBA4"	0.101061087837076	0.447103198842575	0.393	0.247	1	"OPC"	"LRBA"	"female"	"Entorhinal Cortex"
"GNG74"	0.101098102674101	0.496032535968099	0.344	0.21	1	"OPC"	"GNG7"	"female"	"Entorhinal Cortex"
"SLC24A32"	0.101688801614526	-0.611156285107373	0.344	0.444	1	"OPC"	"SLC24A3"	"female"	"Entorhinal Cortex"
"ST72"	0.102050841732668	-0.794872171244192	0.115	0.21	1	"OPC"	"ST7"	"female"	"Entorhinal Cortex"
"USP394"	0.102071397295015	0.3965088751653	0.426	0.296	1	"OPC"	"USP39"	"female"	"Entorhinal Cortex"
"FAM13B4"	0.102224564568997	0.461494811764248	0.279	0.16	1	"OPC"	"FAM13B"	"female"	"Entorhinal Cortex"
"THY11"	0.102517974014449	-0.475546245301298	0.115	0.222	1	"OPC"	"THY1"	"female"	"Entorhinal Cortex"
"ESR21"	0.102523749853002	0.462594968659658	0.164	0.074	1	"OPC"	"ESR2"	"female"	"Entorhinal Cortex"
"HDAC93"	0.10267614741645	0.373781631360732	0.377	0.247	1	"OPC"	"HDAC9"	"female"	"Entorhinal Cortex"
"XPO53"	0.102714231551123	0.570470586664708	0.23	0.123	1	"OPC"	"XPO5"	"female"	"Entorhinal Cortex"
"HERC24"	0.102789150398388	0.617757415717217	0.246	0.136	1	"OPC"	"HERC2"	"female"	"Entorhinal Cortex"
"MICU32"	0.103101431630133	-0.372998803754064	0.066	0.16	1	"OPC"	"MICU3"	"female"	"Entorhinal Cortex"
"BRAF4"	0.103318220885431	-0.585511286136139	0.213	0.309	1	"OPC"	"BRAF"	"female"	"Entorhinal Cortex"
"LANCL13"	0.10344245404656	-0.49068967892836	0.148	0.259	1	"OPC"	"LANCL1"	"female"	"Entorhinal Cortex"
"OSBPL94"	0.103643814264701	0.360173801843855	0.131	0.049	1	"OPC"	"OSBPL9"	"female"	"Entorhinal Cortex"
"MAP22"	0.103803105087686	-0.440633395112624	0.672	0.667	1	"OPC"	"MAP2"	"female"	"Entorhinal Cortex"
"C1QTNF3-AMACR2"	0.104048758456773	0.405432825355758	0.18	0.086	1	"OPC"	"C1QTNF3-AMACR"	"female"	"Entorhinal Cortex"
"RNF1494"	0.104112948982426	0.530826371619542	0.164	0.074	1	"OPC"	"RNF149"	"female"	"Entorhinal Cortex"
"ATP5A12"	0.104112948982426	-0.858913160090467	0.066	0.148	1	"OPC"	"ATP5A1"	"female"	"Entorhinal Cortex"
"RALGPS13"	0.104153381263104	0.363005607320767	0.197	0.099	1	"OPC"	"RALGPS1"	"female"	"Entorhinal Cortex"
"DIP2C4"	0.104459754385676	0.538294255213384	0.393	0.272	1	"OPC"	"DIP2C"	"female"	"Entorhinal Cortex"
"EXT13"	0.104724999246643	-0.871760480658209	0.115	0.21	1	"OPC"	"EXT1"	"female"	"Entorhinal Cortex"
"PABPC14"	0.10485173461735	0.310075683694959	0.213	0.099	1	"OPC"	"PABPC1"	"female"	"Entorhinal Cortex"
"NSMCE24"	0.105391585142821	0.51748770401654	0.246	0.136	1	"OPC"	"NSMCE2"	"female"	"Entorhinal Cortex"
"REEP32"	0.105402157893898	0.635772101122777	0.23	0.123	1	"OPC"	"REEP3"	"female"	"Entorhinal Cortex"
"CAMK2B2"	0.105469558238571	0.551154525436405	0.131	0.049	1	"OPC"	"CAMK2B"	"female"	"Entorhinal Cortex"
"ZNF75A"	0.105469558238571	0.341227216703889	0.131	0.049	1	"OPC"	"ZNF75A"	"female"	"Entorhinal Cortex"
"DHX302"	0.105575393076577	0.437957057828641	0.18	0.086	1	"OPC"	"DHX30"	"female"	"Entorhinal Cortex"
"RP11-437B10.11"	0.105575393076577	0.438508246797613	0.18	0.086	1	"OPC"	"RP11-437B10.1"	"female"	"Entorhinal Cortex"
"UGDH"	0.105721655608122	-0.878374375630793	0.066	0.148	1	"OPC"	"UGDH"	"female"	"Entorhinal Cortex"
"TLK22"	0.105721655608122	0.512173533100632	0.164	0.074	1	"OPC"	"TLK2"	"female"	"Entorhinal Cortex"
"SNX23"	0.105818834884837	0.441076645880069	0.148	0.062	1	"OPC"	"SNX2"	"female"	"Entorhinal Cortex"
"MFSD14C3"	0.106344249416794	0.48885085066285	0.18	0.086	1	"OPC"	"MFSD14C"	"female"	"Entorhinal Cortex"
"BMPR23"	0.106368830500394	0.41471462318591	0.361	0.235	1	"OPC"	"BMPR2"	"female"	"Entorhinal Cortex"
"TM7SF2"	0.10640226925765	-0.776892642618324	0.049	0.123	1	"OPC"	"TM7SF2"	"female"	"Entorhinal Cortex"
"EPHA51"	0.106687495078513	-0.39632099012602	0.098	0.198	1	"OPC"	"EPHA5"	"female"	"Entorhinal Cortex"
"ZNF518A4"	0.106720875844814	0.363199839809409	0.344	0.21	1	"OPC"	"ZNF518A"	"female"	"Entorhinal Cortex"
"AFF44"	0.107089108857719	0.668149814122643	0.197	0.099	1	"OPC"	"AFF4"	"female"	"Entorhinal Cortex"
"PELI11"	0.107548883540854	0.386659041347999	0.148	0.062	1	"OPC"	"PELI1"	"female"	"Entorhinal Cortex"
"PDXDC14"	0.107570142074496	0.56582828133798	0.361	0.247	1	"OPC"	"PDXDC1"	"female"	"Entorhinal Cortex"
"COL9A21"	0.108144731776331	0.551022869632129	0.23	0.123	1	"OPC"	"COL9A2"	"female"	"Entorhinal Cortex"
"ZNF4623"	0.108399486908155	-0.55671997744284	0.541	0.58	1	"OPC"	"ZNF462"	"female"	"Entorhinal Cortex"
"UGT81"	0.108835405673308	-0.57700233692755	0.098	0.198	1	"OPC"	"UGT8"	"female"	"Entorhinal Cortex"
"HUWE14"	0.108998181686435	0.388327460064556	0.164	0.074	1	"OPC"	"HUWE1"	"female"	"Entorhinal Cortex"
"BPTF4"	0.109735315832605	0.469371845509085	0.41	0.284	1	"OPC"	"BPTF"	"female"	"Entorhinal Cortex"
"COX201"	0.110020278630508	-0.671863769165562	0.049	0.123	1	"OPC"	"COX20"	"female"	"Entorhinal Cortex"
"ELMO13"	0.110271304462817	0.430154778024413	0.393	0.247	1	"OPC"	"ELMO1"	"female"	"Entorhinal Cortex"
"ECHDC21"	0.110287824096557	0.389094216712259	0.213	0.111	1	"OPC"	"ECHDC2"	"female"	"Entorhinal Cortex"
"FARP23"	0.110597356118107	0.200135469078771	0.246	0.123	1	"OPC"	"FARP2"	"female"	"Entorhinal Cortex"
"VWA11"	0.110666295217323	0.434952390697299	0.164	0.074	1	"OPC"	"VWA1"	"female"	"Entorhinal Cortex"
"USP372"	0.110666295217323	0.459989455541614	0.164	0.074	1	"OPC"	"USP37"	"female"	"Entorhinal Cortex"
"CH507-513H4.12"	0.110666295217323	0.564414615148547	0.164	0.074	1	"OPC"	"CH507-513H4.1"	"female"	"Entorhinal Cortex"
"CA10"	0.110825677555916	-0.241292381974529	0.639	0.741	1	"OPC"	"CA10"	"female"	"Entorhinal Cortex"
"DOCK13"	0.111396493971916	0.556387013630334	0.377	0.259	1	"OPC"	"DOCK1"	"female"	"Entorhinal Cortex"
"FOXO34"	0.111860361501805	0.544509099517905	0.18	0.086	1	"OPC"	"FOXO3"	"female"	"Entorhinal Cortex"
"MARCH14"	0.112236171909215	-0.362610304671954	0.672	0.716	1	"OPC"	"MARCH1"	"female"	"Entorhinal Cortex"
"STK32B"	0.112293602647239	0.512304708518579	0.279	0.16	1	"OPC"	"STK32B"	"female"	"Entorhinal Cortex"
"LAPTM4A1"	0.112354504340327	-0.579984922070738	0.066	0.148	1	"OPC"	"LAPTM4A"	"female"	"Entorhinal Cortex"
"TNKS24"	0.112354504340327	0.449836975901358	0.164	0.074	1	"OPC"	"TNKS2"	"female"	"Entorhinal Cortex"
